ccode,country,year,v01,v02,v03,v04,v05,v06,v07,v08,v09,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20
CC01,Angola,1995,231572.023,71548.797,17485.975,15413.435,40655.751,95666.838,162321.467,637862.812,173926.636,21549.266,37693,13,7508,3493699,38,317,168435,7944,1294,6052
CC01,Angola,1996,383343.297,149108.007,30296.982,41050.054,58709.556,142783.733,251949.73,683377.266,256095.91,43276.465,51454,61,4298,4743006,143,548,276283,6201,1228,11773
CC01,Angola,1997,406934.401,104587.691,43616.047,25673.701,39109.145,126949.732,456415.736,1030824.089,301866.56,61020.897,56387,7,2766,4566082,831,528,355134,15944,3084,6225
CC01,Angola,1998,345856.769,94283.934,27991.524,35923.469,41298.886,123265.381,290060.025,842113.644,215157.631,63054.736,43246,241,2103,3113487,743,698,357110,13241,2389,9735
CC01,Angola,1999,463679.133,107232.308,26685.348,50376.638,58533.618,145602.317,659913.415,1117210.776,265312.787,214460.658,44706,307,5180,4659096,565,1070,664629,10582,3656,7202
CC01,Angola,2000,567214.114,175152.713,37935.315,125523.026,75129.194,182569.284,391565.667,1083806.171,314664.777,86432.741,42140,52,10054,7014684,417,123,620051,7128,1368,5989
CC01,Angola,2001,474928.506,138648.472,26826.239,101215.179,47869.928,173262.574,357936.063,1551197.569,273246.219,33879.252,47265,174,9789,5737850,87,192,567730,8222,2091,6595
CC01,Angola,2002,661262.243,223419.454,40978.17,53575.82,80458.053,232098.187,518591.098,1554942.138,346896.096,47778.739,53381,39,10417,6894406,298,1917,517614,22152,3381,6389
CC01,Angola,2003,858738.756,376296.693,53442.258,95013.365,114189.726,311992.747,744250.769,2412708.68,454416.284,58950.722,11876,321,15886,8864950,1161,1482,316421,15148,3941,5812
CC01,Angola,2004,747004.392,244621.703,43829.047,51144.376,86566.606,280161.048,697753.486,3255194.051,378792.485,46932.808,18857,607,24982,12726141,2312,1598,169231,15372,4276,10620
CC01,Angola,2005,1018863.325,252722.487,72088.977,98598.913,122736.896,437159.815,1159320.188,3743012.016,570256.456,131672.042,40014.543,728.491,22242.542,22973318.21,3828.369,2787.587,531705.086,22410.854,4448.609,0
CC01,Angola,2006,947158.746,233312.002,58888.648,115584.068,87063.031,420518.727,1159623.577,3511889.082,552907.863,71759.192,44817.478,691.698,41037.299,30667940.77,4095.513,3466.839,651303.688,29799.926,5292.131,0
CC01,Angola,2007,1551885.036,386098.448,120902.09,300794.432,172885.662,808567.067,2100687.653,6879935.227,1215854.169,123390.217,42988.629,0,1182275.215,42952519.23,0,0,0,0,0,0
CC01,Angola,2008,2706881.62,614758.095,190581.773,650643.908,352747.9,1190915.347,3494157.522,10409207.76,1717011.986,237777.895,51856.562,113.651,508613.919,62434043.33,3547.571,918.47,578864.152,26718.06,4570.353,0
CC01,Angola,2009,2375022.431,625498.171,298063.313,2317996.412,231775.358,1178255.924,4351498.842,10473887.93,1857697.208,209158.771,32980.415,0,813802.72,39792628.6,0,0,0,0,0,0
CC01,Angola,2010,2216436.426,506913.469,161857.035,2020636.524,228988.742,994978.442,3357336.432,7008362.291,1493209.235,154550.312,28644.75,0,1072239.358,51511230.65,0,0,0,0,0,0.002
CC01,Angola,2011,3065630.604,651578.785,206297.676,1902804.669,405688.685,1339194.827,3435500.047,7694311.433,1662547.427,427441.886,25710.296,0,1209184.374,65192495.55,0,0,0,0,0,0.001
CC01,Angola,2012,3432987.479,719268.375,221019.268,1297561.639,348082.147,1649538.543,4120168.789,9574380.988,2169554.418,184338.353,44728.72,0,1110222.942,69708124.75,0,0,0,0,0,0.001
CC01,Angola,2013,3623924.543,715847.229,223341.304,1903997.936,442433.48,1646547.315,4188006.175,10763369.81,2403965.965,844629.238,49737.621,0,1157400.623,66505388.3,0,0,0,0,0,0
CC01,Angola,2014,3603249.436,682799.745,267370.548,1358880.005,391949.536,1700960.509,4764327.355,10921713.45,3185912.546,1876336.201,49971.816,0,1286161.764,57336235.62,0,0,0,0,0,0
CC01,Angola,2015,2534087.929,407561.169,184658.853,631393.794,281789.785,1391307.774,3711573.944,7718266.436,2199833.733,1632063.639,47423.044,0,1105517.275,31894838.59,0,0,0,0,0,0.003
CC01,Angola,2016,2174065.191,278313.572,138600.331,563080.811,224466.616,1008403.129,2004868.84,4713268.002,1343141.039,592292.468,56987.869,0,649387.732,26771647.64,0,0,0,0,0,0
CC01,Angola,2017,2018643.033,294072.056,138598.912,512136.665,217059.839,1028887.458,2450952.019,5330079.488,1519067.276,953703.255,59470.55,0,999561.86,33415359.74,0,0,0,0,0,0.003
CC01,Angola,2018,2354051.035,321373.42,155637.152,603694.958,247900.82,1143863.526,2501779.075,5638969.204,1607024.407,868019.58,78866.72,0,1116683.947,40759199.23,0,0,0,0,0,0
CC02,Burundi,1995,35113.658,831.206,13315.841,34057.517,3440.872,22783.407,36405.845,65928.425,17418.319,4912.91,87640.135,2388.198,8647.348,27.453,121.359,167.627,1151.083,2980.051,288.805,2233.941
CC02,Burundi,1996,21140.356,1263.955,6251.623,18421.911,1361.916,18101.511,22085.88,35223.048,12623.584,3328.44,32134.225,416.644,2835.101,1498.034,63.328,58.349,336.43,1697.458,98.943,742.389
CC02,Burundi,1997,21539.112,898.392,5631.692,11965.71,1044.768,19400.576,21551.542,28907.962,8488.708,1138.969,83368.422,52.694,1262.575,23.94,35.416,109.69,807.732,715.848,100.917,69.966
CC02,Burundi,1998,23225.044,830.302,5914.121,23223.148,3029.202,20987.644,30205.301,40932.07,9910.746,3977.35,59724.129,593.539,1321.147,1.018,4.115,294.189,147.595,504.923,225.476,1750.971
CC02,Burundi,1999,11350.428,1459.842,5486.215,18678.829,749.719,15191.74,20452.103,28684.566,6999.017,9039.542,42253.19,95.894,1171.786,0,30.516,60.428,1562.105,807.037,156.273,8197.471
CC02,Burundi,2000,16568.665,1253.057,6260.296,21776.772,6998.505,20132.618,28229.79,33542.179,11286.789,4170.682,43565.145,118.12,2177.042,0,14.865,115.203,1799.003,383.555,239.011,1610.756
CC02,Burundi,2001,17711.809,742.804,5376.033,17744.4,2653.465,19593.905,25251.762,34721.025,9657.993,5444.922,29875.906,1353.352,5020.472,21.027,91.989,715.579,2505.124,265.311,497.815,1809.265
CC02,Burundi,2002,11382.679,887.744,5557.275,24735.848,1827.631,17940.924,22569.624,27485.85,8169.799,8281.177,23878.919,1222.42,1964.35,0,6.086,160.257,403.192,334.153,391.609,1639.014
CC02,Burundi,2003,21419.026,857.204,4275.866,25581.185,1693.459,20740.918,23144.385,31159.741,10267.563,5511.405,23534.095,1208.805,2928.714,136.494,9.635,273.556,1429.516,705.031,342.541,7109.613
CC02,Burundi,2004,22839.855,1082.171,4499.379,25060.877,4176.842,21991.534,29566.449,43126.151,16518.317,3867.382,26786.068,1977.408,1472.397,137.465,169.234,188.841,4139.461,1185.244,668.771,10182.111
CC02,Burundi,2005,21339.975,1456.806,5660.224,26884.951,1962.829,37912.86,54664.673,75217.506,28127.694,4925.436,41292.757,915.879,1847.138,18.086,6.259,258.988,2804.659,1661.77,388.451,8812.013
CC02,Burundi,2006,41138.266,2527.899,7441.309,42872.831,2502.435,76179.473,76755.671,127511.9,52857.849,3847.881,22259.184,382.649,5476.79,456.72,13.918,219.685,2812.972,8378.155,5013.854,13270.074
CC02,Burundi,2007,43209,2630.527,15707.823,43314.701,4367.029,35326.899,60506.656,79131.331,32309.048,2601.986,35379.669,303.32,4485.261,614.292,30.502,179.277,646.492,3991.32,3550.53,9655.337
CC02,Burundi,2008,39954.663,2802.152,15742.675,34589.69,5947.671,60395.749,96797.313,110599.29,31936.261,3922.536,30885.286,1167.067,3824.017,240.856,42.263,875.07,711.265,6479.545,1284.717,11929.914
CC02,Burundi,2009,50806.354,3038.968,12644.479,7603.482,3677.06,54717.107,110077.128,117500.254,35203.227,6956.942,51644.742,711.448,3907.165,403.175,5.181,1022.677,1402.947,3781.415,780.444,3732.807
CC02,Burundi,2010,57156.935,4869.635,16323.542,25592.281,5906.225,79112.902,130530.037,129903.691,54259.241,5142.51,73493.357,1340.853,8711.785,927.715,74.884,1430.68,2188.305,2744.433,642.565,9638.423
CC02,Burundi,2011,79803.17,7049.664,62513.697,122076.314,13715.532,86213.63,158409.617,153209.492,55098.248,14191.636,78379.712,1144.767,14860.489,219.66,67.423,2121.592,4145.46,4797.989,743.732,17015.176
CC02,Burundi,2012,91086.993,8980.604,47743.099,119235.1,11999.024,102655.612,142931.436,152672.13,61693.808,12089.195,54957.77,183.562,8846.816,210.946,47.022,6707.322,3102.078,3853.992,1729.814,53863.678
CC02,Burundi,2013,81388.717,11638.014,19907.001,110718.197,12757.819,148745.819,145965.719,183595.847,85966.221,10522.646,20402.639,1126.115,5306.926,0.381,75.787,1902.6,2109.677,1020.01,941.865,61327.784
CC02,Burundi,2014,71712.744,9845.614,14650.481,104900.902,13034.942,138518.05,139605.355,208191.617,64410.373,4381.922,40168.945,3637.333,5051.386,248.695,15.247,3904.229,5089.172,3380.338,2456.016,77549.321
CC02,Burundi,2015,64216.456,14162.644,18787.826,84675.597,11513.128,144111.871,120509.623,200926.827,60872.747,2691.918,42089.714,2797.551,4455.864,119.289,15.239,3059.837,3172.783,2680.405,1555.134,53844.887
CC02,Burundi,2016,73614.358,10039.064,13955.684,77062.433,13379.962,124440.506,110612.634,139779.625,58548.872,3895.355,54350.438,4636.025,3335.333,864.189,129.651,3175.568,3073.272,3181.713,2115.986,48193.645
CC02,Burundi,2017,122499.125,9705.33,15394.056,102809.336,9701.884,148713.708,143859.792,152767.338,73720.385,4128.173,73919.253,7984.869,12648.86,220.64,153.597,2666.263,9944.097,2048.111,3798.771,58435.872
CC02,Burundi,2018,114166.537,11258.785,19673.432,130531.897,12709.863,163216.704,146952.039,172397.058,66856.902,2882.008,58658.931,4620.38,15001.483,474.195,69.69,3797.037,8254.662,4084.505,3598.102,62022.163
CC03,Cameroon,1995,162849.928,32252.296,59922.557,21232.182,2865.016,188939.095,205585.199,329111.657,69540.418,6234.259,389327.432,8581.864,490311.469,440443.514,6041.957,10639.728,171441.127,12867.784,7525.363,1537.97
CC03,Cameroon,1996,136908.844,13245.214,57811.842,196568.664,3688.641,177520.015,198328.38,336037.123,73799.977,10336.008,408838.453,10109.48,488948.259,614220.636,14659.962,14006.423,175472.069,17786.93,10300.194,3525.625
CC03,Cameroon,1997,189232.39,16711.43,76751.944,196356.724,4083.245,208734.306,228227.969,469851.883,91626.167,14878.47,357782.561,10680.75,595718.039,672531.433,10066.48,20991.763,156395.391,21903.169,10739.582,1280.549
CC03,Cameroon,1998,197500.309,20645.772,72429.132,167335.274,5069.168,214770.984,237550.782,466492.623,95423.999,17906.106,397688.703,11461.531,621504.724,555328.57,9351.196,21584.894,183442.47,25939.43,11908.92,3902.788
CC03,Cameroon,1999,194282.741,19039.495,64543.026,204745.427,6011.029,178594.684,184544.083,362814.701,88781.381,12382.826,311640.319,6066.859,441103.79,591221.977,4199.3,7023.779,140497.932,9713.629,6188.61,2266.427
CC03,Cameroon,2000,205328.256,18552.694,66003.084,334318.351,5577.067,177839.472,203340.453,365879.328,87388.266,19402.606,271452.957,5531.205,398004.344,905081.95,3801.899,5342.688,138719.245,9894.77,13580.897,71213.759
CC03,Cameroon,2001,237424.421,17965.478,80124.364,291781.399,4663.695,195948.701,341997.442,540851.376,119269.007,18325.38,312516.296,7451.726,433097.413,815239.638,4456.318,9038.076,139082.116,6432.23,6147.169,11505.803
CC03,Cameroon,2002,270706.396,25142.642,66542.163,240583.919,12317.249,237619.551,291102.997,579496.395,130940.68,13587.105,357473.825,7928.092,382901.902,790083.914,3803.289,32337.254,140835.642,16254.215,9420.23,68225.429
CC03,Cameroon,2003,297611.574,22610.051,89740.612,342495.515,27965.779,281399.614,309219.491,594656.752,158166.033,39534.945,485840.672,12492.776,448196.923,1005586.521,10943.49,20335.328,165790.772,26431.357,16028.989,90913.379
CC03,Cameroon,2004,349894.402,23733.803,132435.279,448972.812,20817.037,300498.952,316426.925,622794.846,166713.532,24014.934,443359.395,11295.66,523524.387,1170681.159,8855.45,15833.697,160859.385,19213.838,11382.063,111757.464
CC03,Cameroon,2005,444249.976,18985.209,117444.95,807882.702,15551.968,283533.817,355049.719,585207.82,150237.336,21925.797,476274.898,9663.627,591877.275,1480642.674,17166.466,17911.099,200314.063,28660.559,12785.655,13306.864
CC03,Cameroon,2006,458766.992,25407.524,132529.215,916033.18,27075.458,321410.523,384508.05,681641.375,164848.084,37140.847,477800.831,9910.159,642738.685,2099559.515,9827.476,14382.612,240580.887,24100.421,12832.274,44564.435
CC03,Cameroon,2007,744897.766,63081.354,276137.828,570230.567,33859.49,542953.625,760503.588,1296464.499,298193.3,70181.978,553761.052,38566.082,749899.09,2339352.599,16447.432,34846.48,284128.921,134866.441,27518.926,50546.139
CC03,Cameroon,2008,1013152.318,60556.465,267503.104,567321.145,58984.053,617039.767,903498.336,1795455.541,340313.353,62328.918,1012010.742,24249.538,936467.982,2497521.019,24161.899,60729.394,360701.664,260129.015,24987.914,39191.791
CC03,Cameroon,2009,875109.599,49988.204,193093.418,452265.673,39916.013,544639.834,697518.13,1256288.085,293783.522,39109.522,1183865.6,21387.95,619214.671,1282242.126,11099.001,53070.845,231170.039,81515.565,26031.319,41368.496
CC03,Cameroon,2010,771535.625,53543.711,166471.206,1326850.361,37816.984,520206.832,724975.799,1195585.181,287035.67,49261.428,891843.031,11271.555,795383.895,1723918.172,12950.965,46592.485,228546.624,80734.823,26890.363,60300.933
CC03,Cameroon,2011,1179647.349,98425.466,247219.747,1116919.967,38953.626,780040.144,1045750.732,1857674.697,376842.107,58925.165,961316.288,16604.173,910613.815,1814866.113,13862.772,115171.442,304844.213,229237.345,41622.061,108889.78
CC03,Cameroon,2012,1063263.738,88229.959,178946.213,1777915.049,81044.256,635618.8,866093.667,1385318.698,390709.32,47927.84,765248.29,11638.565,794603.401,2140156.504,10560.44,64612.413,200902.716,134944.384,24705.757,127608.795
CC03,Cameroon,2013,1172647.358,68746.16,181407.04,1380082.161,59931.687,680322.323,928323.537,1688935.522,443436.574,53367.837,764650.149,14011.543,775762.846,2269759.067,11539.84,62597.302,226563.345,138926.97,25959.38,231151.53
CC03,Cameroon,2014,1049622.154,96255.602,209856.522,1823870.225,76571.744,770847.027,1060131.36,1874258.318,551457.766,48267.802,939438.974,15072.094,832592.617,2715027.481,15138.437,65025.879,292806.333,83028.024,34493.883,166895.806
CC03,Cameroon,2015,987634.934,59853.524,203713.441,1122542.981,17885.711,702797.391,979608.08,1417601.341,502492.556,42684.861,925836.557,11003.848,806578.184,1702117.736,10022.452,70779.05,251908.688,76490.606,26833.312,171072.859
CC03,Cameroon,2016,833840.606,49176.925,159632.286,608068.455,29360.709,579995.334,814192.452,1384142.818,408249.269,32228.176,965760.996,13539.562,797680.146,960756.085,9996.198,62108.536,216930.237,66306.182,27416.208,184142.55
CC03,Cameroon,2017,956568.201,57420.305,188852.362,590933.643,64496.951,647865.788,880702.045,1390372.326,368484.289,37927.445,764757.3,11759.604,716143.984,1249896.31,8014.863,47560.607,222496.114,61788.137,20449.884,161318.368
CC03,Cameroon,2018,1178870.034,67492.561,219753.808,725755.874,24947.138,744693.473,1053089.755,1490522.862,436221.9,11.698,776975.022,11514.663,884402.923,1562900.497,9509.611,50512.725,246595.685,67311.904,24762.329,219083.056
CC04,Central African Republic,1995,20402.322,3836.071,3177.539,1691.235,1069.913,19862.803,23948.298,87641.123,10573.538,1894.158,63221.315,5788.459,67327.689,212.433,1327.109,3682.737,7381.433,8698.209,806.351,12445.265
CC04,Central African Republic,1996,15637.459,6061.841,3140.479,3910.607,628.117,19918.65,23463.025,53341.947,13739.715,1492.16,41012.905,826.729,81934.843,536.016,611.982,3405.749,2570.931,6143.88,5427.392,4337.574
CC04,Central African Republic,1997,22117.491,10688.576,4649.358,2873.223,506.928,21102.553,20560.165,46501.347,9807.886,1749.473,21370.714,789.513,34147.646,82.192,1509.493,597.425,98341.639,2422.714,524.942,2719.722
CC04,Central African Republic,1998,23476.922,6556.32,5368.187,3552.735,1182.519,23775.19,23623.354,49533.057,8435.688,906.026,7284.419,1341.658,34379.716,71.062,247.523,244.674,100412.5,2575.846,1159.037,3665.952
CC04,Central African Republic,1999,19754.449,6761.607,7373.49,2682.1,1182.769,18352.482,17104.19,44716.818,10525.597,2599.497,6741.23,2415.866,31671.624,119.431,263.553,601.142,101316.649,2249.62,408.2,608.685
CC04,Central African Republic,2000,20103.077,7575.719,5549.287,5186.306,1837.534,19598.164,15387.273,32549.083,8005.417,1208.142,7545.575,2169.179,34227.927,188.093,190.892,531.34,112816.121,1674.902,658.095,997.877
CC04,Central African Republic,2001,18751.193,4857.349,5173.023,7806.485,921.718,16125.219,12643.096,31725.354,7592.711,1403.852,3247.455,476.846,52118.242,27.606,394.573,4515.77,78601.798,1513.957,914.67,189.082
CC04,Central African Republic,2002,20153.352,4907.217,4832.896,4423.321,2498.043,19303.631,19475.443,31480.913,11527.647,1397.536,2462.087,984.054,42651.339,50.759,412.932,1354.955,95171.109,2664.715,1092.118,155.932
CC04,Central African Republic,2003,24242.63,4229.091,5255.784,1913.05,1290.558,23934.079,18024.59,27903.839,8245.177,2961.202,3673.218,70.587,67070.641,140.53,685.684,851.211,52383.729,1367.434,793.224,963.742
CC04,Central African Republic,2004,28876.996,4204.416,6588.84,2228.66,3620.055,15202.764,18895.906,46180.036,9796.333,15649.994,1444.065,44.334,85205.472,110.158,573.914,523.439,42521.035,1748.878,1422.114,235.591
CC04,Central African Republic,2005,34169.04,4740.831,8078.208,27625.949,1805.714,17147.766,25894.832,50610.716,11518.355,3694.504,1784.732,114.2,67793.025,3087.644,797.227,1562.016,48989.658,2347.644,434.241,1084.539
CC04,Central African Republic,2006,14286.523,4291.113,56753.385,25210.746,1105.376,13819.048,42097.743,27190.163,10718.345,7055.558,2700.807,217.515,80247.617,562.257,802.238,682.627,64171.623,807.763,1072.783,6252.983
CC04,Central African Republic,2007,33312.474,5198.164,34658.254,26489.375,3145.245,22651.725,45048.657,60233.692,14636.458,3547.957,8589.001,38.893,123955.427,8.163,1045.655,988.114,39084.26,2371.556,820.655,845.822
CC04,Central African Republic,2008,38536.683,7405.96,5902.039,77071.176,2873.947,24200.122,35676.519,71445.546,27190.529,9697.479,5043.417,13.316,108803.281,30.114,1039.714,1747.049,28305.216,3281.935,794.235,875.937
CC04,Central African Republic,2009,69351.916,7604.517,6305.786,18692.452,6489.531,35889.375,33502.256,62249.582,24509.053,5405.531,2809.587,154.271,64442.685,9.718,821.767,536.799,44488.986,4817.448,825.64,1093.099
CC04,Central African Republic,2010,38463.662,7497.063,5051.494,106353.401,4937.759,27272.668,26856.606,60500.369,21402.744,1664.234,5011.512,273.84,90144.303,16.16,1205.62,845.92,36052.063,4271.422,1073.416,1105.745
CC04,Central African Republic,2011,34618.78,6108.655,4392.462,168210.199,3245.453,17578.346,17715.486,38951.505,15528.127,3650.988,4302.983,359.33,123729.064,451.158,1111.109,1344.549,48995.011,5137.31,1057.104,3512.382
CC04,Central African Republic,2012,52647.012,9787.164,6190.432,88180.886,4261.073,33023.735,29606.629,72631.398,23030.96,4114.709,2047.328,20.417,119710.366,85.398,2141.583,1100.328,65940.011,7344.453,2114.5,2618.615
CC04,Central African Republic,2013,27249.057,5124.161,2386.246,87051.95,5539.795,22244.376,15512.052,31835.241,14201.097,1996.024,1400.039,3.351,78156.448,244.873,1158.44,237.208,29445.574,2807.696,1701.046,791.608
CC04,Central African Republic,2014,96334.836,13350.145,4801.603,3365.481,6589.452,50371.311,37468.551,119534.92,63463.704,10249.765,1758.278,1.94,87995.227,6.285,771.291,2021.023,2257.051,2557.604,681.882,449.667
CC04,Central African Republic,2015,53165.794,4001.116,2947.7,2985.317,3179.946,23135.597,16395.973,107033.773,126118.881,7134.475,1711.063,2295.54,49826.844,9.452,277.489,481.099,639.955,24833.133,4156.679,1490.277
CC04,Central African Republic,2016,55997.838,8778.922,5321.767,11826.319,4573.562,50149.28,34223.994,159850.349,57910.407,12687.275,28017.767,2339.559,56794.926,28.041,143.911,179.4,2848.67,20790.099,2577.225,1118.651
CC04,Central African Republic,2017,61658.227,10262.909,5487.042,23066.742,5514.523,36818.992,46075.786,125780.174,46506.509,6982.345,3643.406,2557.925,60346.716,109.906,353.466,940.767,12036.857,43737.157,15453.921,1175.083
CC04,Central African Republic,2018,69235.63,10145.742,5780.604,26001.777,4244.411,42456.021,42654.316,146960.915,71696.291,256.638,5686.134,2442.767,73011.209,119.741,292.087,4612.392,11361.723,61319.525,13219.477,6017.943
CC05,Chad,1995,54405.74,6629.093,3689.39,51308.818,2459.193,33282.969,49184.376,113647.189,46632.532,3745.525,1315.147,301.044,220205.494,24.216,973.868,244.661,2084.679,12184.088,234.878,378.119
CC05,Chad,1996,53181.708,4819.476,7019.405,25638.75,2332.35,35539.589,48413.132,129826.455,22994.873,2234.263,1112.056,2022.208,202373.553,0,1688.594,1302.881,2220.359,16733.991,382.668,4392.111
CC05,Chad,1997,58426.277,4412.201,6096.922,22667.759,834.242,42582.848,60783.355,107256.699,28869.036,2937.742,3116.301,5317.668,218170.823,0,476.362,578.613,1693.394,7923.263,237.174,282.298
CC05,Chad,1998,49639.82,8749.973,7747.781,19752.692,6.53,66221.084,53871.969,111903.632,28355.387,9755.132,241.438,7763.543,233426.873,0,33.026,268.576,484.194,12951.26,821.997,6009.093
CC05,Chad,1999,51089.284,6781.49,13458.175,12949.047,1212.485,45842.559,61739.999,86955.792,34032.127,2940.041,2007.107,8984.789,220680.684,61.811,167.865,631.574,436.351,9804.147,658.49,561.183
CC05,Chad,2000,40020.178,11385.954,6484.365,9932.001,1093.774,54181.245,39425.657,129333.089,21766.628,2371.108,2094.181,4264.176,163634.148,40.882,27.599,202.618,680.021,12119.53,641.454,302.391
CC05,Chad,2001,36883.655,11396.254,13399.519,16906.284,1709.498,64980.647,76532.273,363774.936,76720.217,17689.718,1830.016,1441.654,176940.265,0.868,118.934,469.607,2584.417,5129.167,244.269,237.803
CC05,Chad,2002,76878.965,33035.584,21267.853,54377.945,1149.644,130158.152,380215.28,762773.913,145974.981,34166.683,2056.787,65.005,159102.319,58.011,40.426,922.149,5929.359,12626.329,1864.922,1330.693
CC05,Chad,2003,75651.866,28009.269,9393.602,46442.632,2243.062,88821.351,145788.854,329158.351,51373.279,13117.734,758.023,344.962,434330.212,116268.97,154.111,2806.611,11200.612,23189.545,7851.982,4094.971
CC05,Chad,2004,81617.478,39449.955,10243.182,59327.357,7078.884,106718.221,111438.817,470849.306,52948.393,13328.408,739.834,221.73,147246.252,1970300.088,68.219,366.404,1844.75,60929.564,1125.754,8157.404
CC05,Chad,2005,79030.851,41654.26,13838.436,52043.278,7998.126,105597.78,163246.497,414481.987,67622.583,4485.978,1667.344,91.321,193548.893,2807195.915,92.91,2527.272,5236.303,54377.017,2702.596,13427.415
CC05,Chad,2006,130055.27,62782.227,19087.977,79539.208,12185.145,141595.003,218917.271,583815.274,87912.608,14109.476,1236.884,80.808,188597.186,3105330.541,11.827,4904.211,4978.922,25169.401,2935.341,18583.225
CC05,Chad,2007,195300.089,72076.082,24938.863,140601.583,18996.45,182964.067,264742.441,759460.784,118001.065,22918.035,1381.296,239.096,159909.22,3454176.378,69.39,2488.89,7971.334,18231.049,3461.662,18295.685
CC05,Chad,2008,228933.346,97528.437,26470.505,115524.134,19753.441,205437.325,330618.877,792727.573,134461.177,48543.44,963.65,137.915,108061.517,3993149.735,64.057,1449.867,5998.189,26885.83,4766.649,27078.591
CC05,Chad,2009,201767.415,96275.467,28431.063,99965.277,14638.148,215570.106,344927.147,809189.715,163042.377,26193.284,4129.213,59.545,86065.134,2626469.441,22.92,2542.451,7869.361,47618.277,6778.894,18444.765
CC05,Chad,2010,247361.66,113010.37,30977.719,209682.926,20763.006,239412.508,371833.317,988168.09,170807.448,7982.957,966.853,334.609,115618.344,3409330.531,69.956,15667.212,23849.187,11934.018,6472.817,15756.474
CC05,Chad,2011,380470.217,168839.208,48070.117,237027.654,32559.419,383936.416,527282.784,1286427.441,209787.927,25598.817,2355.337,120.013,154731.082,4441377.29,75.927,1194.483,88078.796,54204.859,11883.351,45978.862
CC05,Chad,2012,337357.304,128747.205,39363.367,181034.982,24784.333,299121.869,485500.181,1084240.014,195881.628,23969.118,2213.119,390.79,244502.424,4436875.981,78.606,5893.76,26963.83,14877.452,6089.613,62114.425
CC05,Chad,2013,315006.315,137834.805,38896.572,185205.621,25049.188,336016.885,512212.506,1213948.93,219597.305,16231.874,2015.322,91.171,177056.319,3494792.951,56.282,3142.965,10185.379,9027.72,2686.037,100945.855
CC05,Chad,2014,461759.545,185689.516,55306.368,277623.926,42376.664,461389.443,678665.223,1931401.952,296790.312,8997.049,2328.233,66.043,175865.405,3710229.889,61.687,2064.618,7606.71,11382.104,2900.598,281213.118
CC05,Chad,2015,372615.813,179818.328,54506.15,222556.676,31798.401,432975.672,587168.614,1529883.702,270017.933,18658.711,1232.314,55.443,121409.767,1940822.363,64.899,745.858,4305.835,24918.224,13364.185,93081.113
CC05,Chad,2016,252834.292,124976.979,34593.819,135316.486,24193.528,309381.928,436082.958,979015.876,186515.507,17088.627,649.366,31.389,153891.915,1374306.228,21.729,21185.441,4262.442,5897.001,1398.195,238356.294
CC05,Chad,2017,272373.433,132733.44,38801.599,155847.99,24383.582,323284.761,445609.555,1092585.3,198812.95,15567.389,752.672,34.732,110120.672,1326051.436,34.651,8772.52,3427.311,12326.09,5904.952,132574.963
CC05,Chad,2018,303004.457,148679.088,42343.51,167979.506,28025.256,365000.013,508668.758,1195154.525,222304.879,18840.009,783.492,36.95,147536.446,1509023.4,31.506,16741.214,4297.215,10183.492,4081.171,207285.114
CC06,Congo,1995,76487.801,8231.517,5831.934,103970.033,6608.893,57443.731,164108.698,178537.737,59802.99,8483.666,19418.761,541.965,134826.698,865756.09,1.56,3233.3,51949.622,3475.281,6491.67,4097.694
CC06,Congo,1996,181136.136,10813.721,11422.085,339562.436,6194.782,97154.334,151734.477,624399.783,116448.17,11132.075,13634.831,1997.57,109036.309,1145862.064,0.003,3884.558,48336.578,4895.804,5836.237,9502.046
CC06,Congo,1997,135339.178,8783.92,14753.4,183270.128,5549.065,79267.34,185132.23,203482.505,88929.24,20492.994,16829.088,1135.596,74900.018,1189043.632,567.987,3513.492,366655.956,5174.821,4908.692,3278.719
CC06,Congo,1998,114223.409,7824.176,19369.185,14351.652,9552.011,86007.324,106660.922,215309.678,97352.331,11344.312,32924.042,344.228,122459.09,987912.009,680.485,1093.248,204518.943,8074.766,7127.547,8860.643
CC06,Congo,1999,149334.66,16223.804,22166.166,27254.539,13611.815,96139.687,135152.808,233782.322,112352.956,13982.242,28599.508,1247.436,105995.184,1303933.368,153.874,2716.662,91835.539,6993.52,5993.763,7534.145
CC06,Congo,2000,88340.836,9706.446,15257.351,9185.458,10024.104,57578.568,74924.742,142577.659,49189.764,8215.072,27147.196,829.981,100407.175,2172802.972,117.109,2259.279,150120.365,5211.607,5048.18,13099.136
CC06,Congo,2001,102998.157,14578.223,20950.205,11652.683,9732.208,126559.881,96936.368,232945.279,58149.194,7497.803,14799.552,3884.54,146864.414,1799021.337,67.147,1751.083,74100.452,4830.774,4137.668,5543.033
CC06,Congo,2002,104923.123,12900.569,20200.613,18621.938,13068.599,86770.058,116613.576,214045.704,74582.944,13272.876,42334.159,5925.861,168868.994,1974725.349,3.65,5197.907,59616.486,6082.397,6665.464,10579.733
CC06,Congo,2003,192534.78,15769.777,37512.405,17754.137,15001.773,108787.088,136550.531,258740.939,75035.543,20773.266,35483.25,5131.459,275238.08,2152621.763,0.038,6257.533,67884.958,6386.512,4837.081,8312.851
